,Dry Mass,Area,Volume,Phase Entropy Mean,Phase Entropy Radial Distribution,Phase Range,Peak Phase,Orientation
1490,-1.705169,-1.2304139,-10.056554,0.53543127,0.5086059,-0.9690617,-0.9690445,-1.2328445
1491,-0.048938125,-2.293395,-16.89376,0.2200431,0.12108761,1.2071456,1.205699,-0.3983631
1492,-3.1960564,-2.3369873,-15.760002,0.69997823,0.5156809,-1.9092118,-1.9059783,-0.72051954
1493,-3.2578692,-2.2632158,-13.443718,1.4175096,1.2431281,-0.9806664,-0.9770832,-1.4940302
1494,-3.6211529,-2.2129169,-12.2008915,1.3232982,0.96509796,-1.5756569,-1.5749873,-1.273808
1495,-4.2203417,-3.3999681,-22.30667,1.2471522,1.1408892,-1.5361111,-1.5371333,3.8292046
1496,-1.3053871,-1.032572,-9.021125,0.98026663,1.1581722,-0.63114715,-0.6308874,9.480723
1497,-2.712348,-2.6354268,-19.787666,0.9567096,0.9163735,-0.098646104,-0.097952865,-1.6309242
1498,0.04279312,0.4495656,8.990305,1.4834448,1.94823,-0.30173865,-0.29603067,9.152241
1499,0.6381318,4.5539465,30.921093,-0.20589979,-0.06709541,-1.2492312,-1.2494773,-1.7227517
1500,-1.0074992,-1.0560448,-12.013907,-1.237406,-1.5214927,-0.09143294,-0.08585551,1.6339005
1501,-2.5758526,-2.611954,-18.87945,1.8877015,1.9381024,0.090399615,0.091038354,-0.9110689
1502,-2.019694,-1.0795176,-9.833076,1.1349636,1.2303972,-0.7674678,-0.7666994,-1.2809976
1503,-5.0978637,-6.9678288,-39.099434,2.6809947,2.4302227,0.2862168,0.28457683,9.405451
1504,-3.401567,-3.1987731,-21.80538,0.8962977,0.71744037,-0.8948922,-0.8927885,-0.3863548
1505,-3.2206492,-2.8600948,-21.078108,1.2796978,1.2210227,-0.60478914,-0.6060271,-0.013426049
1506,-4.49767,-4.3086996,-27.927067,-0.53629214,-0.8662969,-1.9120786,-1.9125563,1.037937
1507,-3.239122,-3.7285872,-24.625462,1.2988659,1.138507,-0.2626318,-0.26355353,0.9924352
1508,-4.086111,-4.9927635,-29.9114,1.3504747,1.1916043,-0.63103855,-0.6309903,1.787124
1509,-4.7490826,-6.1865215,-35.233627,1.3710594,1.0681854,-0.8835267,-0.8845796,0.036641084
1510,-4.216861,-4.1745696,-26.200142,1.8820194,1.7241021,-1.0603936,-1.0600693,-0.504321
1511,-3.9022527,-3.3865552,-22.233871,1.3003771,1.1182698,-1.790331,-1.7896789,1.198498
1512,-2.688133,-3.2524252,-21.389854,0.78416187,0.7036204,-0.40247366,-0.40179318,-0.40710443
1513,-1.065587,0.65746725,0.16157275,-0.3053506,-0.4359963,-0.7332898,-0.7341221,-1.9708622
1514,-4.178111,-4.258401,-24.958088,2.1779053,2.1075199,-0.51958674,-0.5163488,9.5858555
1515,-2.865349,-2.7393775,-18.204233,0.7515808,0.65735096,-0.23269436,-0.23244603,-0.7003639
1516,-1.2707572,-1.6931629,-13.592825,0.87430084,1.0125626,-0.28540298,-0.28528658,-1.1220596
1517,-3.8270767,-4.3053465,-26.692667,2.8768682,2.841927,-1.0217302,-1.0224692,-0.77355194
1518,2.2348258,1.92835,10.081188,-1.0944842,-1.129279,-0.16967328,-0.17039223,-0.51633227
1519,-3.9611287,-3.7621198,-20.660027,0.9876937,0.6872679,-1.1958755,-1.1955136,-0.0993568
1520,1.0699685,-0.40886706,-5.8581,-0.023964573,-0.020483196,1.078901,1.0776464,-0.09210569
1521,-5.595135,-5.405214,-33.169388,1.929839,1.6401365,-1.6941828,-1.6950306,1.6285765
1522,-2.56755,-2.1290855,-15.829529,0.26722693,0.08133843,-1.5985237,-1.5964229,-1.107027
1523,-3.1463552,-4.1075044,-26.800499,0.98580647,0.96733654,-0.3199407,-0.32046854,-0.6296387
1524,3.8772933,2.273735,9.151496,-1.1074201,-1.1365544,2.468399,2.4677458,-0.47947553
1525,-4.0579967,-2.6588995,-16.068483,0.38900557,0.52192,-1.1841283,-1.1830164,9.398976
1526,-3.6856935,-3.6045165,-24.00666,1.5364792,1.5382622,-0.7244252,-0.72000647,4.173502
1527,-1.635318,-2.5080032,-18.253149,0.3923831,0.3051889,0.4832952,0.4821474,-1.229351
1528,-0.94191074,-0.91856146,-1.669101,0.06449545,-0.3118687,-0.9127419,-0.9133775,9.319139
1529,-2.1546106,-1.9815426,-15.683222,-0.0002786351,-0.1665409,-0.9982293,-0.9955493,0.17977339
1530,-4.3765116,-5.311322,-32.179092,-0.5817018,-0.9803765,-0.66647774,-0.66623676,9.643891
1531,-4.0805583,-4.5970798,-29.174416,0.9746016,0.80080247,-1.3540891,-1.3513372,-1.3485551
1532,-3.3215826,-0.51281786,-5.9760766,0.9610692,0.9231065,-1.5519735,-1.5529613,-1.4900297
1533,-1.610306,-1.696516,-12.020029,-0.110724084,-0.13463122,1.5962722,1.5955418,3.7336385
1534,-4.573517,-3.9029565,-26.25952,0.7753563,0.51091063,-1.5984852,-1.5996933,-0.37419555
1535,-0.5171882,-1.7266953,-12.99693,0.3408835,0.32632598,0.7299225,0.7285287,-1.4594903
1536,-0.28025943,-1.2740061,-12.608545,-0.22830763,-0.25870466,-0.11466733,-0.115048744,0.904513
1537,-4.016917,-1.4014298,-12.829725,1.7624761,1.6916956,-1.9169515,-1.9174166,-0.5060122
1538,3.2086244,7.8569,63.573586,-0.38972545,-0.053999275,-0.82133925,-0.8225365,-0.9883874
1539,-0.007056946,0.6105217,21.68267,1.2213084,1.1650722,-0.17647982,-0.17783545,9.055128
1540,-2.6989522,-2.5415359,-16.585392,1.6570458,1.7839255,-0.5590131,-0.5584814,9.524
1541,0.8590214,1.2342267,2.6040988,-0.5168623,-0.43297747,0.19175673,0.19016011,-1.0703533
1542,0.124638915,-0.10372109,-3.8970733,-0.3468815,-0.3033384,-0.0013570812,-0.0020256673,1.4833319
1543,1.3491123,1.358297,3.9988918,-1.3598384,-1.3355765,0.38253704,0.38256305,0.322717
1544,1.2471454,1.9182901,8.154221,-0.88546586,-0.9315888,0.30789027,0.30618945,-1.179734
1545,5.215375,8.41354,60.898407,-2.3003042,-2.2948253,-0.13303846,-0.13374445,-1.49858
1546,-1.797308,-2.0318413,-15.425861,0.47489163,0.3287457,-0.67217636,-0.6732672,-0.622373
1547,-1.5837352,-1.6495705,-13.895326,0.15602809,0.056406774,-0.43161026,-0.43289047,-0.8827778
1548,-0.688561,-1.0962838,-9.799344,-0.50749326,-0.5618949,-0.30456308,-0.3037945,-0.9490806
1549,-1.009819,-0.22108492,-4.8509884,-0.13125291,-0.1685051,-0.7767351,-0.7783398,-1.7445438
1550,-3.1374059,-3.2155395,-22.022842,1.1632969,1.0734166,-0.9438959,-0.9443555,-1.7679867
1551,-2.5647066,-2.387286,-16.851484,0.5946045,0.6262177,-0.8939704,-0.89390427,0.9209431
1552,-4.599421,-5.012883,-30.984962,1.2253941,0.99954766,-1.2898651,-1.2837833,-0.73958135
1553,-1.4978024,-0.45916584,7.2467813,1.5746459,1.6451931,-0.48370808,-0.48345768,9.557645
1554,1.4951997,3.1589935,23.703909,0.10443255,0.27113461,-0.53179663,-0.53177357,-1.0432779
1555,0.19819367,-0.78778464,-8.363315,-0.5808442,-0.7193965,0.40040424,0.3999123,-0.2606962
1556,0.6797928,0.627288,6.2096767,0.07585787,0.044223204,-0.5252384,-0.52616316,-1.2947915
1557,1.7479765,0.19136512,-4.501311,-0.9167282,-0.97627217,0.7073096,0.7055515,8.3094
1558,-1.2049706,-2.2464495,-16.580902,-0.063220076,-0.22590646,-0.41012344,-0.4110234,-1.1621222
1559,0.729059,4.1482034,27.23857,-0.8641976,-0.87490684,-1.0455754,-1.0464377,-1.822109
1560,2.0501814,2.6023538,16.182898,-0.6052207,-0.5275392,0.0880384,0.08775445,-1.5058562
1561,3.8195705,4.302453,28.499262,-1.3468916,-1.4158773,0.573793,0.5721588,-0.7592032
1562,-0.06700809,0.8989014,1.8741728,-0.4264343,-0.4351837,-0.83524525,-0.834134,-1.8730004
1563,-1.5533749,-3.2390122,-16.640268,-0.378586,-0.3994441,-0.602899,-0.6034048,-1.3077761
1564,0.6439789,1.5796118,11.536348,-0.045955706,0.06452965,-0.6594891,-0.6584288,-0.75829536
1565,-1.5547264,-1.3477777,-11.069044,0.7007291,0.8546528,-0.59571695,-0.59563076,9.311355
1566,4.426613,5.0368147,35.898136,-0.7062583,-0.6000054,1.4428687,1.4413023,-1.592464
1567,-2.024111,-2.3302808,-12.998342,-2.592523,-2.8594875,-1.4458696,-1.4443702,-1.6066015
1568,0.11523796,0.7882441,5.9691234,0.17506859,0.1946107,1.0958555,1.0944635,-0.22573645
1569,-2.7621639,-3.275898,-18.558332,1.6741583,1.5338242,-0.5907932,-0.59024715,9.527332
1570,-0.40943927,-0.9554472,-10.766011,-0.4082298,-0.36203346,-0.6187393,-0.615807,2.6900003
1571,-0.8766223,-0.45581257,-5.358989,-0.24955046,-0.4059245,-0.46156746,-0.46277195,-1.3874834
1572,-0.6236616,2.06248,15.20132,0.56705254,0.6991463,-0.953093,-0.95326513,-1.6918201
1573,-3.6148815,-3.7889457,-25.054438,0.97930485,0.8637198,-0.77352726,-0.7741471,2.3415277
1574,-0.3918739,0.2081314,-2.2658498,0.53067464,0.6496881,-0.30352074,-0.3032013,-1.3885303
1575,0.63178724,0.4998644,3.5461555,-0.5910753,-0.53993696,-0.232756,-0.23103113,-1.3766158
1576,-4.7846127,-3.5475116,-18.83623,2.2026653,1.9264667,-1.7824324,-1.7838389,-1.0218089
1577,-2.7651844,-1.7199888,-13.183563,1.1517612,1.1174564,-1.6930035,-1.6931826,-1.4195886
1578,-1.14213,-2.4241717,-16.117785,-0.0058985427,-0.12484708,0.49237475,0.49202964,1.383013
1579,-3.257022,-4.2952867,-28.949593,2.6589928,2.6392286,-0.44840008,-0.44669002,4.846669
1580,-1.7624729,-1.7132823,-14.8781185,0.20249097,0.199372,-0.9265801,-0.92480874,1.6905216
1581,-4.5777807,-5.8042507,-33.54358,2.281069,2.1214511,-0.30638927,-0.30754328,2.4848237
1582,-1.7559814,-1.1566424,-10.014311,0.14270662,0.091761515,-1.1116109,-1.112359,-0.8909532
1583,0.34182668,0.4260928,-2.175123,-0.27298358,-0.20100713,-0.98302424,-0.9834124,0.04905075
1584,-0.2158991,-0.26803046,-4.9323206,-0.058622256,-0.10505705,0.018963546,0.0175364,-1.2746127
1585,2.5130475,3.3668954,21.01337,-1.1698508,-1.2811365,0.78273064,0.7822367,-1.3344504
1586,-1.0452583,-0.090308085,-5.689249,-0.8775623,-0.86287665,-1.4793679,-1.480661,-1.2575079
1587,0.61401534,0.35902777,5.7671885,-0.11295375,-0.036880046,0.16985875,0.16972885,-1.9290714
1588,-4.0114813,-4.828454,-29.174267,1.1431721,0.90482885,-0.8526205,-0.8499309,-0.7977265
1589,0.32457888,-0.53629065,-4.0694437,-0.43067387,-0.45689508,0.79498464,0.79620135,-0.63010144
1590,-1.0501798,0.10418056,-0.53044254,-0.10361265,-0.1441951,-1.4821023,-1.4836289,-1.8735998
1591,2.0425982,2.9946842,27.695093,-0.74287695,-0.7270345,0.315229,0.31418574,-0.9004982
1592,1.8676152,0.8854884,5.207801,-0.102834485,-0.09129115,1.163931,1.1622143,-1.7804015
1593,-4.0283113,-2.5281227,-17.882538,1.5655404,1.4643325,-1.8587284,-1.8571922,-1.6664922
1594,0.46830735,4.7182555,28.256989,-0.14896956,0.059125673,-1.1754775,-1.177051,-1.8407574
1595,0.78635126,1.2979385,4.755396,-0.90840095,-1.0502347,0.21567376,0.21990189,-1.3898791
1596,-2.674159,-2.4442914,-17.879337,0.40700808,0.30318487,-1.2724984,-1.2726349,-1.1231143
1597,1.6671004,-0.16407964,-3.8854737,0.6825938,0.99196374,0.8019133,0.801723,-1.3143703
1598,-0.026760958,0.88213515,2.4862478,-0.870677,-1.0217621,-0.56870407,-0.56973845,-0.4965748
1599,-0.250783,1.2006942,24.672468,1.3491381,1.6981865,0.6611185,0.6609159,-1.6812654
1600,0.26934025,-0.5329374,-7.2883644,0.6195692,0.7661393,0.610654,0.6091057,-1.0314964
1601,-0.22634959,0.7781843,5.8216805,-0.11373827,-0.3601324,-0.6607056,-0.6602995,-1.1438892
1602,-0.07844446,4.319219,25.073786,-0.21063355,-0.14456119,-1.3822857,-1.3830521,-1.8315327
1603,-3.692909,-3.805712,-23.167347,1.5072496,1.3170345,-1.1398093,-1.1397296,-1.073937
1604,-1.9322207,-2.08214,-14.080631,0.5434898,0.32698447,-0.11722367,-0.1176891,-0.08092201
1605,2.03113,1.9887085,12.888277,-0.08809645,0.016507998,2.2559245,2.2540135,-1.6368864
1606,-1.5420113,-0.08695483,-3.6639118,0.058521084,0.21475856,-1.3327024,-1.3336588,1.6354755
1607,0.7271158,3.1556404,26.60416,0.20187987,0.2454941,-0.7405482,-0.7414488,-1.4073627
1608,-2.8053367,-2.5985408,-18.810581,1.0354404,1.0088905,-1.5215604,-1.5230765,8.470172
1609,-1.4123099,-0.7441923,-6.037365,0.2862382,0.22255519,-0.9481031,-0.94848144,-1.3564324
1610,-0.14017968,-0.8514964,-4.0833945,0.90076464,0.93988216,0.34529254,0.34415936,-1.5216396
1611,-3.678378,-4.1276245,-23.404366,2.2444263,2.1574726,-0.8383751,-0.83805126,-1.8927873
1612,-2.4182732,-2.36046,-13.63244,0.69427896,0.72768384,-1.0817972,-1.0806346,-1.37704
1613,-1.1940227,0.040468764,-2.212354,0.38506967,0.33360168,-0.53526014,-0.5364899,-1.7764053
1614,-0.22580078,-1.0158057,-2.193241,0.8575084,0.8064425,0.45939344,0.45949653,-1.0032237
1615,-1.6551994,-1.7937603,-13.363058,1.0312225,0.9902529,0.13135532,0.13082527,-1.7176154
1616,-1.6038249,-0.51617116,-3.709158,0.19916552,0.035916157,-0.79642457,-0.7963959,9.64425
1617,0.7500002,0.58704895,0.5260543,-0.49036354,-0.51194966,-0.07060896,-0.072283305,-0.6753142
1618,2.7255278,2.5319355,18.56701,-0.12589535,0.14155266,0.6468115,0.64522135,-0.8949559
1619,-3.0506501,-3.2658384,-22.349167,0.71702343,0.5268737,-1.0118594,-1.0089264,1.2815137
1620,-3.419986,-3.5911038,-17.77468,1.5776887,1.6657965,-0.8960454,-0.89624035,9.661375
1621,0.05998502,-0.5899427,-7.372221,-0.23047696,-0.25279707,-0.42872757,-0.42856264,0.111495964
1622,5.767969,4.9663963,33.83841,-0.88808554,-0.75150764,1.5607895,1.5590779,-1.7747028
1623,-0.49878508,-0.8615561,-5.146065,-0.3133304,-0.3790948,0.09246901,0.095333956,-1.7702615
1624,0.87641466,1.8545784,6.0665264,-0.84097093,-0.7690238,0.13659129,0.13617611,-1.5459591
1625,-1.284781,-0.1808459,14.84881,1.7708777,1.74603,-0.68379754,-0.68281525,-1.9184227
1626,4.576492,3.9268885,29.688034,-0.88477725,-0.7286439,0.366358,0.36701328,-1.2434838
1627,-1.3231193,-0.090308085,-4.660107,0.38152635,0.4644119,-0.04813694,-0.048800003,-1.5504625
1628,-1.1575632,-1.4181961,-10.778349,0.544691,0.57290936,-0.68549645,-0.68480355,-1.6232159
1629,-0.16020583,-1.2807127,-10.847672,-0.0054996163,-0.10284028,0.81819814,0.81821036,-1.0141706
1630,1.9658228,1.3985361,6.6681185,-0.356316,-0.32517982,0.37057936,0.3703243,-1.7838712
1631,-1.3461545,-1.0191591,-10.331434,-0.19152573,-0.15683796,-0.9635819,-0.9642716,1.1843923
1632,-1.1805197,-0.8749691,16.953226,2.0140805,2.3125477,-0.5441055,-0.545667,-1.9644499
1633,-1.8310125,-2.2129169,-15.484524,0.6315198,0.5236828,-0.1906952,-0.1915332,-1.7529728
1634,-0.3139977,-0.9085016,-1.6878176,1.5772206,1.9172893,1.6636724,1.6649331,-1.7792239
1635,-0.14715683,-0.17078614,-4.8882113,-0.12548627,-0.10277489,-0.5553042,-0.55630136,-1.1629165
1636,-2.041182,-1.8474123,-15.026374,1.5026333,1.5945436,-0.7637379,-0.7628697,-0.42011476
1637,0.9559387,0.75471157,0.0025781116,-0.5295098,-0.51460165,-0.45958912,-0.45791253,-1.1469752
1638,-0.018277043,0.7010595,2.133981,-0.022359973,-0.097615205,-0.016518654,-0.017493455,-1.9088649
1639,-0.068496004,-0.1607264,-5.4525356,0.04031594,0.05038114,0.008700299,0.0071547967,-0.5445543
1640,2.0469613,7.484689,53.072437,-0.41575095,-0.1322769,-1.4505117,-1.451832,-1.7329355
1641,-2.3741786,-2.4074056,-18.963156,-0.12173903,-0.2689541,-1.217225,-1.2109667,-0.8690531
1642,0.14948146,-1.0895773,-8.701262,-0.13224705,-0.17683095,0.46761164,0.46601853,-1.0214053
1643,-1.9177305,2.2770882,11.823887,0.7905631,1.0498568,-2.032554,-2.033909,-1.7135215
1644,2.7634745,2.7029512,16.362968,-0.37793043,-0.21851273,-0.05764742,-0.05897802,-1.2583101
1645,-0.41996446,-0.30491623,-5.1679254,-0.28022143,-0.33350715,-0.36221188,-0.36261928,-0.8202433
1646,4.0365467,3.72234,20.90378,-1.0509937,-1.036174,0.7461512,0.74575067,-1.8238574
1647,0.085109435,0.047175266,-0.8497063,-0.7404726,-0.75196695,0.12758473,0.12707707,9.410671
1648,-2.9054615,-2.903687,-21.964254,0.16388911,0.07233456,-1.4410131,-1.4388903,-1.684303
1649,-0.33244303,-0.67712724,-6.4513774,-0.09705641,-0.07671041,0.40105182,0.4068771,-1.9112961
1650,-0.1761027,-0.15066662,-5.6200104,-0.63597804,-0.6468243,-0.20325236,-0.20429389,-0.12170145
1651,-1.6272874,-2.652193,-19.65802,0.033413496,-0.10168041,0.10049376,0.101379246,0.0003956023
1652,0.7404603,2.2536154,8.633078,-0.76089156,-0.76190966,-1.2584798,-1.2580985,-1.4579979
1653,-3.2306242,-4.677558,-30.325306,0.7363358,0.6058707,-0.41984883,-0.42111093,2.7253602
1654,0.34763026,0.19471839,3.1190422,0.20018697,0.20142488,0.4547191,0.45519808,-1.3588775
1655,-0.34001964,0.18130538,-4.611333,-0.3766981,-0.3676652,-0.6661045,-0.663964,0.11847031
1656,-0.95572805,-0.7006,-9.430845,-0.23241569,-0.26811972,-0.62333447,-0.62329435,-0.54424393
1657,-1.9470797,-2.7930298,-20.278732,0.6402587,0.6588528,0.2732202,0.27336845,-1.5034158
1658,-1.6868846,-1.9949555,-15.317785,0.017169949,-0.11894322,-0.36452505,-0.3628336,-0.06495623
1659,0.11875415,-1.4215493,-12.905984,-0.032227684,-0.046777688,0.7228857,0.72305226,-0.042656973
1660,0.631858,-0.60000247,-6.623461,-0.3590545,-0.39944035,0.07817557,0.07733269,-0.70002496
1661,-2.0125403,-1.8272928,-8.163512,0.64568675,0.45017242,-0.67490405,-0.6759664,9.509327
1662,0.37785164,-0.1171341,-3.369733,-0.14043838,-0.06642865,-0.10851968,-0.10795784,-1.004047
1663,1.56872,1.0497978,5.7980437,-0.26132515,-0.19009094,0.40707222,0.40626067,-0.7965671
1664,0.5385369,-0.08695483,-2.1670067,-0.4518843,-0.41613713,-0.09294694,-0.09367196,-1.4942143
1665,-1.547885,-1.8675318,-14.790821,1.0544409,1.1362745,0.32997262,0.3290863,-1.0598857
1666,-1.8663347,2.156371,12.17511,2.208806,2.3065522,-0.16080527,-0.16099122,9.514024
1667,1.5648062,3.2864175,20.229542,-0.4375242,-0.3400139,-0.5455398,-0.5468902,-1.5147529
1668,-2.9065905,-2.5348291,-17.163721,1.2720807,1.122353,-0.90356004,-0.9037611,-1.286281
1669,-1.0242884,0.27519646,3.4858015,1.7929171,2.1396904,-0.36713,-0.3685051,9.566274
1670,-0.16598278,0.9793795,1.0847548,-0.5070867,-0.526471,0.38079962,0.3818211,-1.0197012
1671,1.1140754,1.9652357,12.216475,1.0630953,1.395197,-0.33965504,-0.34011883,-1.4116514
1672,-2.3400755,-2.2162702,-13.394742,2.082398,2.1895418,-0.88592184,-0.8867432,8.774149
1673,-0.14212807,-1.243827,-9.539357,-0.036326844,-0.03232925,0.13692836,0.13643567,-0.09721045
1674,1.1929305,1.0766239,2.26785,-0.4398028,-0.3540662,0.18588394,0.18744227,-1.6645765
1675,-3.2723718,-3.168594,-23.138857,1.0309023,1.0030642,-1.0455381,-1.0421224,5.790423
1676,-2.76364,-2.1592648,-15.942694,0.5137908,0.37364703,-0.95897937,-0.9559258,9.065097
1677,1.4048777,0.7446518,-1.2691646,-0.9040324,-0.8294673,-0.37959045,-0.38046613,3.0695772
1678,1.8636847,2.5721745,17.142723,-0.44847816,-0.50844145,-0.030958004,-0.031069048,-1.1010909
1679,1.8077763,2.8001957,12.731973,-0.56880593,-0.41532755,-0.7160153,-0.71698326,-1.7497433
1680,-3.4462209,-3.805712,-23.704216,0.94288886,0.69446915,-0.4936286,-0.49484926,-1.6497679
1681,-1.5413214,-0.6033557,-8.717325,-0.1962417,-0.2376345,-0.47034046,-0.4712919,-0.45217904
1682,-0.17932013,-0.70395327,-8.995927,-0.30036467,-0.26508886,-0.36370328,-0.3648451,0.994776
1683,-2.6671507,-1.8977112,-12.687891,0.9865757,0.9430641,-1.4069138,-1.4057549,-1.4668725
1684,1.9940054,2.4548106,10.466843,-1.0261769,-0.997407,-0.18534781,-0.1825829,-0.5667489
1685,-1.1164322,-1.2773595,-10.687435,-0.06408463,-0.1693876,-0.6912805,-0.69042134,-1.4484268
1686,-1.7292963,-2.0452542,-9.919182,0.75904286,0.7671534,0.004885021,0.009560469,-1.0625756
1687,0.8383199,1.0598576,2.4663942,-0.44487765,-0.41698954,-0.3397263,-0.33978346,-0.6906092
1688,-2.448242,-2.36046,-14.646379,0.91321015,0.74802184,-0.00871843,-0.009907724,1.0012662
1689,0.3198573,0.003582988,-1.2232791,0.6555075,0.80586594,-0.19466713,-0.19426969,9.264085
1690,0.27738968,-0.12719387,-5.984294,-0.60405505,-0.5427656,-0.21021272,-0.20437759,-0.45525712
1691,3.0074925,5.3788466,34.222317,-0.87318236,-0.80580676,0.3258655,0.32429588,9.663842
1692,13.401548,8.695213,66.63787,-1.7853353,-1.4684186,4.330933,4.3316374,-1.5057589
1693,1.6508249,2.7599566,18.011871,0.030864306,0.15185396,-0.4507415,-0.45175302,-1.9338938
1694,-1.368916,-1.4047831,-11.88022,0.91795975,0.96329916,-0.40533766,-0.40586823,-1.898416
1695,-0.36076406,-1.9312438,-14.488874,-0.20537698,-0.33249536,0.06300212,0.061536912,0.38247937
1696,3.5937474,3.4104874,19.444809,-1.3099025,-1.2350756,1.2397586,1.239146,-0.8208748
1697,-3.5262804,-2.9741054,-21.943115,1.2287971,1.2324569,-0.7364191,-0.73668385,-0.95157254
1698,0.65030855,2.2837949,14.212257,-0.6536788,-0.69609904,-1.0087296,-1.0046053,-1.4315367
1699,-4.8901277,-5.1939588,-31.828827,0.99427414,0.65566415,-1.2880191,-1.289569,0.2753752
1700,1.071546,-0.17078614,-4.525089,-0.45650053,-0.37768686,0.59181404,0.5904683,0.43309218
1701,-1.2535672,-0.4960516,0.4750103,0.35341665,0.17958571,-0.9181628,-0.91912425,-1.3254664
1702,-1.4240761,0.9089612,2.536365,-0.009249398,-0.049145546,-1.0583949,-1.0596135,8.492462
1703,1.9831219,3.2092924,15.495155,-1.1402305,-1.1024489,0.60262245,0.6009047,-1.5171307
1704,2.4786727,2.6560059,12.261839,-0.913054,-0.8851067,-0.25226787,-0.25276813,-0.39169836
1705,1.7702894,2.3206806,7.9686317,-1.0914339,-1.0750972,0.043269113,0.041616313,-1.8214154
1706,-2.9229271,-2.1290855,-15.741087,1.4510378,1.5647484,-0.24972455,-0.24187645,8.466782
1707,0.822986,4.9261575,36.297424,0.619956,0.94245374,-0.7424858,-0.74326694,-1.709774
1708,1.1956464,3.2897706,14.644351,-0.64634377,-0.43078476,-0.19977246,-0.20091102,8.463743
1709,0.22607377,1.1000966,2.5301142,-0.72358745,-0.75363046,-0.82161695,-0.82318515,-1.7159302
1710,4.0218997,5.9623127,38.26291,-0.6886839,-0.5722503,0.7781258,0.77652335,-1.1492519
1711,1.0107245,1.1336291,2.8603668,-0.82220995,-0.8671643,0.018162142,0.016926782,-0.2110672
1712,-4.183813,-3.500566,-24.721985,0.76351106,0.57441056,-2.1048465,-2.1041842,0.6828841
1713,-3.4589329,-2.1827378,-15.035652,1.3462859,1.1872722,-1.3045996,-1.3055141,-1.5529633
1714,1.2950479,2.3877456,12.595867,-1.020411,-1.073287,-0.5025605,-0.5027449,-1.6832411
1715,0.59547454,0.39591354,2.86279,-0.06900641,-0.16112716,-0.2962092,-0.29774076,9.665582
1716,-5.268593,-4.982704,-30.410366,1.2932568,1.0597852,-1.7812295,-1.7809455,4.1256046
1717,1.5866802,0.40597332,-0.5586268,-0.36407474,-0.35884774,0.4796021,0.4809977,-0.8110703
1718,1.1002561,0.5468099,3.5746229,-0.41018122,-0.16150151,0.93281424,0.93255955,9.325554
1719,1.5061209,1.264406,5.455758,-0.5454789,-0.547354,-0.10250041,-0.10046146,-1.2028681
1720,0.0933641,-0.59329593,-0.030655518,0.047537904,0.07316218,-0.000120763776,-0.001065434,-1.5395083
1721,-1.1772444,0.5836957,2.1315088,0.1411827,0.37654486,0.08321472,0.08257722,9.272903
1722,2.0390663,2.6794786,15.676131,-0.6157973,-0.569672,0.32477906,0.32473245,-1.7023494
1723,2.1174033,1.623204,6.2707067,-0.4222913,-0.38607433,1.6362426,1.6350025,9.566336
1724,1.2745346,3.108695,25.84457,0.24353655,0.39153302,0.2397729,0.23811579,9.525973
1725,-0.9233608,-0.37868777,-0.85852253,0.5854895,0.39492768,-0.42824855,-0.42574754,-1.8516622
1726,-1.2679255,-2.0921998,-15.362979,0.3037681,0.3049085,0.53103876,0.5306471,0.31175908
1727,-1.4158397,-1.6763966,-14.416362,0.29400772,0.30664796,0.3032193,0.30570593,-0.42728078
1728,-2.017684,-1.2505335,-10.595753,0.30756804,0.33443308,0.079510294,0.081221126,3.5634384
1729,0.7770184,-0.066835314,-5.3151913,-0.42364246,-0.47940326,0.11576788,0.11518048,-1.3155159
1730,0.85557866,0.6172282,1.0420818,-0.8592358,-0.88228405,0.40130633,0.40047723,-0.9312966
1731,0.66421807,1.2275202,4.6905146,-0.50884247,-0.53544253,-0.40063727,-0.40086234,-0.91964793
1732,-1.9133928,-0.8716159,-10.813256,-0.028024983,-0.040156707,1.0130873,1.01238,-0.3870297
1733,1.7333819,2.0557735,11.011536,-0.6524166,-0.65497273,0.49131995,0.49326527,-1.4735683
1734,-3.1702347,-2.6723125,-20.850065,0.66689277,0.64387894,-1.0207427,-1.0222193,-1.131465
1735,-3.9793458,-3.5441585,-23.3779,0.78279996,0.58768934,-1.1075988,-1.1082195,2.5776436
1736,-0.5745597,-2.3403406,-15.525436,-1.0426701,-1.10227,1.4242555,1.4238982,1.0515419
1737,-0.474136,-2.1693246,-16.653269,-0.7515549,-0.77022576,2.9489682,2.9509642,-0.85187984
1738,-2.369998,-1.1868216,-3.6672864,0.8023702,0.6717873,-0.2689689,-0.27010098,-1.6206622
1739,1.0104798,0.67758673,2.5645413,-0.16306603,-0.1048368,-0.112064615,-0.11225344,-0.85227454
1740,-0.7378701,0.86201566,9.014929,-0.24047425,-0.5810738,-1.0579871,-1.0587347,-1.6251888
1741,-2.609107,-2.5650084,-19.20511,0.782415,0.70103455,-0.9543129,-0.955094,0.7534261
1742,1.6524887,-0.91856146,-6.78144,-2.4923923,-2.7297096,0.95824414,0.9565343,-0.7979509
1743,-1.6827099,0.5635762,11.365833,1.80955,2.1726885,-1.0416051,-1.0419188,-1.6995668
1744,-1.3985789,-0.2579707,4.6664133,1.1996666,1.1077204,-0.89945006,-0.8996131,-1.1052885
1745,0.47672826,1.2476397,5.8585997,-0.104455605,-0.10950336,0.3681582,0.36723948,-1.3408537
