cell,time_hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
241,2,-2.5010488,1.5705379,0.9403658,-2.5904946,-2.882765,-3.449638,4.3168874,2.0096583,-2.0533998,-1.4700156,-0.3875631,-3.2469172,-0.41399193,1.1024959,1.4089972,0.6196581,4.133113,0.54414284,1.2467763,0.06896119,-1.7805419,0.6525514,1.191788,-0.63499445,0.9879474,-1.1522127,1.6322445,0.97957397,1.0228198,-1.8840983,0.9560928,0.73766536,-1.808955,-0.7618407,0.3277097,-1.225711,0.74551386,2.247633,2.4724207,-1.6864642,0.46724817,-1.5531726,0.54697686,-1.4424361,-0.1949287,-0.3693902,-1.557999,-2.0461128,-1.5634106,-0.0830386,0.10269744,-1.8717556,-3.204134,0.6909168,-0.3017055,0.3707974,-0.047310688,2.1154544,2.6436212,-1.2681891,-2.1855183,2.5900524,-2.4482872,2.4691262,0.7116101,-0.91806257,3.198503,0.5004521,-4.539591,-0.74129987,1.9578668,0.94910794,-2.0706506,-3.467996,-0.9620665,2.0135894,0.6804755,0.4708246,-2.4005368,3.4998193,2.482359,0.15261674,-0.89358133,-1.1983408,0.51114935,3.7288141,0.8274453,-0.26528266,0.7435397,-2.043412,1.7890843,0.75247175,-0.8528876,-0.6985997,-1.2149414,1.5963528,-3.5791347,-2.4260473,1.5400414,1.2230806,1.2931862,-0.143207,3.7089126,-0.92982537,0.4462298,-1.386207,0.2594205,0.27332094,-0.44065464,2.2215838,-0.67251325,0.73245245,-1.6028202,2.8031368,1.8875394,0.24930234,2.198267,-0.8639064,-0.5187538,3.154295,0.30771053,-3.2734966,1.8900907,2.101191,0.19600579,-3.8522692,1.7604476,-1.659832,-0.22692521,2.0678697,-0.13421254,-0.44809246,-1.3091112,1.1969447,1.0053186,2.4783728,1.137578,-4.991194,1.6360434,0.16252452,-2.0107403,-4.166165,-1.6876924,4.756385,-1.6915222,3.717116,1.2770078,-1.0121557,-2.6214387,-2.3686774,2.4505837,-0.17451498,5.524584,-0.26717505,-1.0598904,-1.168469,-1.6212304,-1.1146725,1.3169075,4.771497,1.2765555,0.944627,-0.6728433,2.841449,-0.8796547,-2.3730812,-0.088317566,-1.1051714,-0.20536748,0.5485418,3.337171,0.8797278,-3.2644403,-0.96941566,1.6630783,-2.5435774,-3.7106898,-0.6822396,0.678712,3.7835424,0.4179639,1.1788639,4.2910657,-2.6095147,-3.2252572,4.564054,0.48136076,5.8754206,-5.6884775,-1.9673446,-2.5180235,-0.5561369,1.8049123,-3.1288328,-5.772695,-2.6043117,-5.158199,1.9749202,-2.2896135,4.036129
242,2,-2.2358503,2.1796205,-0.18496549,-3.7718358,-3.6696541,-6.1326575,7.0087113,3.3148599,-3.3751297,-2.2786233,1.8535806,-3.6832736,0.27942574,-1.1031959,-0.85414356,2.1208868,3.5483332,1.925077,4.332323,-0.09261414,-2.7636142,-1.8296739,-0.1438379,0.47348425,2.907124,-4.3086386,-0.7384405,5.032267,-2.1549401,0.5681422,-1.7018093,1.7490289,-1.633026,-2.8612463,-1.9430616,-1.0692753,-0.83938766,-1.3360567,1.053144,-1.5967895,-3.0404646,-3.536991,3.2258594,2.0913465,-3.5097106,0.32828888,-1.4243205,-2.8572042,-0.8077144,-1.6486146,-2.8992994,-4.8345537,-2.97373,3.9190526,0.038282696,3.3871224,-3.6146047,-4.099586,5.0264983,-5.612146,-5.2432313,1.857018,-1.7237571,0.71282834,8.094754,2.9809194,-3.520675,1.3842576,-2.480668,-3.5922704,-7.994188,-2.7580307,-5.2538013,-3.1879053,3.916072,-4.2645535,5.5048027,-1.1903794,-0.51494896,1.2963297,2.6688406,-10.494312,0.83424604,-3.901295,2.3267567,4.3117957,0.36000833,-5.1889415,0.7848755,-3.106798,5.6608806,4.58547,5.006477,5.7006826,0.082531646,0.18791524,-6.976181,3.0505102,-2.9809687,0.5871356,4.321217,5.692576,2.6751187,-0.6806679,-5.7919602,-1.3245822,0.4423804,2.888994,2.4857807,4.870128,9.100124,-2.7129161,2.8468792,-5.2953076,-1.4683701,4.5818563,-3.6245477,2.3791971,3.0473695,-1.0094372,1.4290496,3.728889,3.438025,-3.7380533,-5.4423766,-1.8457651,-1.2188113,-4.2389517,-2.9372995,1.637459,6.522856,5.1547537,-2.8701937,-1.9177215,-1.5527551,3.6499636,-4.972467,-0.3130223,6.067226,-3.0996315,-3.0788808,3.166274,2.2159944,9.745893,0.5213101,-2.881496,-2.2779627,-0.27284536,-2.385329,3.0344632,-2.9305248,-2.2883024,0.9289037,-1.0664213,-0.3139361,0.67231333,-1.5424868,-1.9123938,0.6287578,-2.8358798,4.4592814,-6.7606606,-1.8340278,0.36736822,2.5999591,0.8734837,-0.8915348,-0.46645275,0.82849157,-4.7116494,-1.0935788,1.9573015,-1.396228,0.63752306,1.0960696,1.4695426,4.6254077,-0.77766615,4.2186937,-0.21374385,0.08983548,-2.2207618,-1.0325284,-2.8069084,1.6013204,2.2360063,-3.5977132,1.0099776,-1.2569954,-0.70093143,-3.2037144,1.8690875,0.07284469,4.2135935,2.3069134,-0.9009326,1.712372,-1.5610306,2.3839192,-1.3878627
243,2,-0.73021793,2.9513965,1.1763263,-2.7631145,-1.7607805,-3.7048304,3.5248451,3.1749845,-2.611084,-2.9613612,0.8219137,-3.7903318,-1.3393544,-0.6416848,0.49550465,0.20789579,7.223645,0.29961237,2.9127395,0.06992868,-5.5909715,-4.7607746,4.4787564,3.7971137,4.325439,-4.042516,-0.8419057,-0.09703304,-0.54184586,7.739163,-5.7564116,2.6737287,4.2985,2.3077648,-3.2345111,-3.6609306,-1.1300796,0.80312634,-6.3447824,-4.9646726,-3.2119246,-4.132755,5.0184283,-4.1155753,-8.944223,-0.023347985,-2.667405,4.491995,-2.8484595,-10.747392,0.95900154,2.825265,1.5228692,3.594428,2.632639,0.3436328,1.3189123,-4.442266,0.8733031,-0.43763143,-7.896556,4.8461943,-7.71833,-0.594024,1.7888383,-3.3580112,2.2318413,1.7952564,3.8531802,-1.9214612,10.643692,2.047604,-8.966051,-1.3980218,0.014382615,-0.3900203,5.6685266,-1.1129093,-9.018067,-3.0733204,-1.4877689,3.2813642,-8.231686,0.002785974,1.9903462,-3.000623,0.63100344,-1.2763311,-1.319167,-8.143248,1.2260189,-3.7167275,-6.6823707,9.392672,-4.2053967,11.1035185,-0.25726467,3.554231,3.2340982,-6.477941,5.9635997,-2.3737986,-1.3449835,2.011727,0.924151,-2.3372266,0.80034834,-2.134489,-9.260456,7.542872,-4.6092014,-7.5187206,2.28118,7.570645,-5.6539407,-2.6230617,-0.8353704,-0.022428673,1.5109227,11.293877,-6.90605,-6.693983,-2.5823452,-9.192046,0.5938161,-12.1321,8.899215,5.4120255,4.491816,-3.9332485,-0.09689625,-5.154742,1.2883657,-3.8643098,-5.248285,0.5774417,8.331551,-4.2678227,8.1972275,0.7021838,0.72216487,4.556148,2.9828408,-2.0536869,0.18086292,2.7299004,-2.7399845,0.66238844,6.47426,-6.509208,-8.403368,-6.8840847,3.7379172,6.453264,10.8988495,1.8068656,2.1348343,-2.7273529,3.111521,12.61618,-3.8260653,-0.5456862,-2.6174266,-0.9064912,2.3172204,-1.1267953,-4.6843786,5.934227,1.7555939,4.785108,2.5784445,1.9513621,3.5486588,-5.848917,1.1871176,0.4574365,0.021069461,0.5317148,-3.414699,-1.0050946,2.1558535,3.7643707,0.5190436,-3.639786,-0.42609167,-6.056044,3.3003564,-2.12362,-2.8398988,-3.0745163,9.521599,1.5647686,0.099637195,-3.3016353,-0.66447943,3.2608056,0.24708523,-0.53900635,4.0032773,-5.951902
244,2,-4.365415,6.7610416,0.7505891,-3.6282644,-3.1243498,-3.2733967,2.864977,1.2558067,-1.3321316,-2.4670067,0.4837122,1.1740347,-0.28570187,2.834672,-3.7335076,-1.4337234,0.7378665,-3.2030141,2.1133537,2.1367166,-1.9464035,-0.3111598,-0.55747503,1.6625218,-2.1040087,1.9369763,0.54289144,-2.3996973,-0.30146462,-1.5064528,-0.5938775,-2.8794138,0.60473305,-4.5747514,-0.88239026,0.07731598,-1.1166553,0.03299632,1.6283226,-2.6450367,-0.64463997,-1.2491083,0.69163173,0.6632491,-4.1444116,4.4213724,3.7179956,-1.2279973,4.4837146,0.55731744,-2.9665427,-3.356555,1.4340987,3.7725909,-2.7338855,0.5529006,-0.82342166,-1.4194772,1.6004252,2.7344098,-2.0106797,3.9524183,1.2803771,0.37592384,-2.0283632,-1.7249072,4.9850764,1.4595658,-2.896493,7.2872534,-0.78464043,-0.47870705,-3.4787672,4.5386424,-1.6333557,6.8500967,-2.8864753,-4.4013324,-0.91566813,-3.5580943,1.3088367,2.6684985,-1.6510283,1.2913791,5.09368,-2.5753322,-3.941855,-1.1370014,-0.2628748,-10.419168,0.74253786,2.5629127,0.40536174,4.437729,0.32738957,-3.936067,4.314156,4.992588,-10.519306,10.630209,-2.2246454,-3.0124774,-2.9969854,1.8632042,-0.44657964,-1.020545,4.4028416,-5.072042,2.6954331,-6.995086,4.9766827,-1.2083378,-3.1617246,17.677572,3.6819117,0.7158471,0.21539891,2.98312,-11.395418,0.5474985,6.953363,-4.9113345,-4.0638795,6.4029675,0.021717818,-2.6500895,0.6174254,-10.855287,-9.612065,6.674469,0.99054265,6.600082,3.988515,0.7604171,-0.49404144,2.4749565,4.5321136,-0.70996284,-1.9541694,-4.8213377,-7.678359,-3.076557,-1.4723086,2.469873,7.0959272,0.2294578,0.8819037,5.492868,9.195543,-1.925662,-10.160042,-1.3948802,2.3759673,0.21573952,-10.687204,3.4369237,0.4379763,5.4828506,-5.4872117,4.808654,-9.921041,4.5403886,3.3485663,-5.3369794,-5.3650813,2.8400567,8.00823,0.95271707,-3.0740569,-2.2901473,-4.187908,13.679016,1.839809,2.8159869,5.2023864,-1.0807333,-6.542264,2.4234273,-2.5062692,-7.5589576,-9.251282,-2.3874464,0.44527242,-0.14191322,1.5188712,6.304538,4.6937,0.31565222,-4.365922,4.34719,-1.5656482,-1.8736776,-0.6597893,-0.17119168,-0.72105306,-2.1709979,0.99765223,-0.040457692,4.933307,-0.22139926
245,2,-3.6642957,3.2598584,-0.48470524,-1.1127955,0.15319893,-0.055927925,6.1759243,-1.3539077,-0.028796192,-0.25588658,0.6106749,-3.266304,4.1419525,-1.267184,2.1685655,1.0949372,3.876259,2.6184466,-4.1546335,-2.4979084,-1.0199724,-1.7524121,-3.7787032,1.1942976,-0.366253,-1.7070626,0.3139443,1.3084236,0.937411,0.08599004,-0.57054204,-2.9266593,2.5012047,-3.3082838,-0.20151478,-5.3573065,-1.0922195,4.2573276,2.6976025,-1.6596208,-0.20392448,-1.4025561,0.5489275,-6.707129,0.7234152,-2.0432537,4.7913356,2.4973216,2.6283977,2.8360503,-2.209851,-3.5961583,6.5278907,5.02649,3.169809,0.23673351,-2.3710892,-1.0975046,-3.4484928,-0.63471806,3.3060813,-2.1422234,-3.983312,-3.0817258,-0.36499855,0.6443208,-3.7182767,-1.4272151,-0.49633673,5.2420692,-1.4048098,-0.8015308,-4.541302,-2.9092422,2.1727347,1.8269447,1.9784495,-1.3086846,-4.8020725,0.80212873,5.1159916,3.7430584,9.0595255,-2.9261382,6.468355,-4.1933565,-1.8305813,2.166261,3.6998312,-2.8425484,-7.143791,0.790238,2.0539582,-2.3259618,-1.8529093,-1.7180243,-4.2847037,-5.782976,-0.69315094,3.6064172,-2.8903925,-0.51518613,-2.2237659,2.2440774,1.3256048,0.3759891,-2.9023254,-0.29525518,0.14812277,1.6510274,-5.3277655,-1.3010747,-2.936836,-1.575372,-6.653644,-1.5998354,-1.9166881,-2.0664816,4.529068,-1.4103664,-1.0414946,-1.7755216,-0.3041437,-4.083837,-0.8972944,-2.4595413,2.8397574,0.059967853,0.2358273,0.08379345,-5.9466224,9.188614,-4.736954,3.2404325,-6.4734116,3.5797663,-6.30896,1.4559643,-0.5792358,-4.5159326,-1.2124699,6.6871767,7.0393944,-9.815442,2.53108,-8.281903,-0.3734925,3.8316991,-0.616026,-0.2725553,-5.5961504,-8.222963,-7.2064805,-7.4443116,-1.5992192,-1.6101514,7.5609374,6.7690215,8.73977,-3.1391847,4.557226,-7.9109516,4.5176773,0.3228804,-3.2930605,-0.011400517,4.892684,-2.914937,-8.235618,0.007821072,1.7565438,3.8810828,-4.077021,0.5548513,-0.003878438,-10.7233515,0.070254765,-4.8964667,2.0408137,2.3211925,-2.612334,1.8402258,-3.6650546,13.294394,-3.6049485,-0.7475867,-2.4677887,-4.3420243,5.571677,-8.267357,8.152534,-7.3531775,-6.0522556,-4.4219704,7.9426746,-5.848719,-8.231414,8.441762,-0.37406346,-0.21220876
246,2,-5.09804,8.759402,0.89206797,-2.8124661,1.0351416,-2.0052066,-3.1018555,-0.60200834,-1.6564134,-2.073242,3.139127,0.09755432,-0.8564091,-0.74131334,-0.63536984,-0.89583594,3.9896746,-0.24919806,-0.012408786,2.585711,-2.744889,0.6893886,-1.2641475,0.47072467,1.2431161,1.1070817,-0.155218,1.375324,-0.4490568,-0.42589653,4.393795,3.2043118,-2.996047,-1.3786702,2.7030847,-1.7045264,0.70041347,1.2694441,0.6300491,-1.1738201,-4.18627,0.19141906,-1.1846776,0.16294433,2.7460814,1.46759,-3.7855144,2.1835647,0.2070905,1.4264021,-1.3195204,-5.105915,-1.9670331,1.781925,-1.5469568,-0.72353846,-1.6003067,-3.354782,-0.8562764,-2.1641562,4.125993,-0.18324214,0.24193604,-1.2549711,0.23768346,-0.20080733,-2.034251,-0.7681348,0.8479288,-1.6358889,2.5309334,3.0371482,-2.8860567,-3.2828376,3.302512,-2.6179283,-0.17640246,-1.5590376,-2.4940212,-2.8004916,-0.754381,-0.23462798,-2.503529,-1.1858994,-0.26709563,-0.6956095,1.5241818,-2.2197094,1.0533007,-1.4266155,1.7154477,1.399868,-1.8262191,5.2442884,-0.96864706,-0.4560658,0.55606633,-0.66883504,0.738515,4.371734,-1.3728989,1.1714076,5.0262136,-2.90765,-4.0424128,-0.08368874,-0.78553784,-6.331576,-0.77432406,1.8990415,1.9496295,-3.1695216,5.9103346,0.7685586,1.2104442,-1.9816908,2.5523558,4.6585274,2.7162142,0.23386677,0.54049516,3.7287767,-2.9169002,0.123717494,5.596203,0.14832696,-2.1181917,3.9149654,-1.8636705,1.4271237,7.424502,-5.816965,3.991071,-0.4706296,1.1023563,3.93359,2.1024926,-1.6695282,-4.1038656,-3.013249,0.77395636,7.024508,-3.4366446,-4.5295467,1.2718669,3.5483847,-0.9685807,0.50638646,2.5521212,1.1935738,-3.228081,0.40435812,-6.887127,-2.3322818,4.2440677,0.9848745,-5.5926127,-3.657132,-1.2316436,2.2301533,0.21111795,5.8072143,-2.5411816,0.23142864,-1.261874,3.0343986,-0.10239915,4.487785,1.3711069,-2.6208022,-6.0804124,2.036794,-0.039153934,-0.31670487,-1.9343295,2.43132,6.073469,6.1116347,0.36024272,0.4671744,-1.8588698,-0.87974757,-0.58450955,11.189651,1.6728917,-0.1394532,-0.07249926,3.6773458,0.07372866,-5.092064,1.39954,1.0303483,6.195565,-4.143083,9.761989,8.947845,2.6431835,-7.2479496,0.39442518,4.243659
247,2,-1.6129211,0.9003051,-2.102045,0.8239286,-2.7066238,1.7091315,-0.8761451,0.9711669,-0.88771874,-1.0644563,2.2904994,-3.9161582,-1.6769518,2.1527386,2.9776647,-6.074538,-0.33168525,-2.7878122,-1.3896923,0.38733613,-9.598592,0.21293528,-1.7372355,8.193208,0.02170303,5.2343445,-11.933316,8.967526,6.964663,-7.1997037,1.7906859,-7.085883,-10.925018,-5.2116485,-3.3319027,-13.683362,9.799655,19.108204,15.786735,-10.570308,11.145072,2.0865257,8.6481495,-0.5645493,-6.2828736,8.790643,14.575918,-10.155638,18.377466,18.787971,11.119206,1.2853482,8.480247,-12.320634,14.447509,-1.2328366,12.035332,-12.048659,6.67433,-5.2469726,2.3404825,-3.4031665,12.804253,3.5494983,0.49621242,0.95384026,0.69974446,6.7931595,1.8180561,0.8009653,12.206399,8.385293,-2.8617253,-0.45731542,2.8513765,2.505878,1.9326643,3.744178,4.050731,-4.643933,6.637916,1.5977305,8.612716,0.36540172,3.4927807,4.8877497,2.5714602,3.130318,4.88029,-8.660909,3.666052,0.06601868,-1.6129034,4.4053407,0.5888453,4.3681636,-2.1925466,-9.143179,2.7755284,-2.3467462,-2.0964832,-4.9097295,1.1157477,-4.7426276,-0.019350724,5.2320313,3.5395715,0.6259628,0.19523084,4.864751,7.2209997,4.0824704,3.1516974,-6.051225,-1.2392741,1.6905397,-0.778087,-3.245301,-1.5794709,4.2832,-2.6858327,-1.0617399,0.5984369,1.540269,1.6998307,0.14620642,-1.7093784,5.7201552,0.479015,4.9071546,3.1424468,-0.58717674,0.83872354,-0.26988435,-4.246996,-1.5323392,1.225827,2.4742339,0.04756285,0.864922,0.99984276,-0.07832544,-0.1779541,2.0060291,0.005414563,0.9155181,3.3986578,2.5616019,-0.07962431,0.7606091,4.007175,0.45456073,-0.8448289,4.686305,-2.7088766,-0.30965513,-3.396349,0.52552634,0.8237669,2.7443693,-0.49975702,0.75279766,-0.1276312,0.4915058,-0.7885323,-3.6843505,1.1954662,-2.196043,-2.4957016,0.18520282,0.1647574,0.57800394,4.2240777,-2.6568196,-0.06601893,-0.2485961,-0.2113122,-2.7052712,-1.6743146,-1.8158834,2.18243,-0.892118,-0.2046621,-1.1372551,-0.30323336,-2.1300068,-2.0564845,2.7194288,-1.6765381,1.9224741,1.1160157,1.005226,0.2752141,0.09138575,-0.24549367,-0.30055133,2.744964,-3.2431607,-0.7052445,-0.7829875
248,2,-4.1638913,3.4821267,-0.70214826,-3.1147199,-1.9242024,-1.1162807,3.1883001,0.16185528,1.242293,-1.9928031,0.8830613,0.13420075,0.88960063,1.5757912,-0.83675885,-0.44268832,0.35213956,0.9215436,-1.1804137,-0.4910169,-2.4263222,-0.10456901,-0.6811874,1.1080633,1.167272,-1.2176422,-0.19002695,-2.477427,0.5290412,-0.7098027,2.2531853,1.5427982,-0.23999375,1.012564,-0.40036154,-0.5302179,-0.22456615,-0.7128379,-0.32201034,1.5872445,-0.98807067,-0.41967696,-0.938069,0.8068299,-1.7479124,-1.255799,-0.36688787,1.9434824,-1.7080953,0.22910081,-4.1701403,1.4248868,0.42513028,1.0489722,-0.3652068,3.9251454,-2.765825,-1.4063842,-0.5361347,1.8689535,-1.2881461,-0.7596748,-0.39344552,-0.57238513,-1.0542477,-1.7552321,-1.553554,-2.7322316,0.70280844,-1.2605451,2.7730017,-0.7838709,-3.5229154,2.0853035,-0.37139124,2.1763694,-0.7941223,2.0445468,-0.8996177,0.87055445,2.1360419,0.666288,0.005885041,0.552101,2.3862236,0.55249447,3.2401607,3.882926,-0.55120313,-0.52050227,-1.5619885,-3.5255077,0.17574859,2.14715,-3.6719694,-0.8894223,-0.85514325,-2.0210679,1.3521051,0.78672457,2.1571252,-1.7982132,-0.49248168,1.2735577,0.29170412,-2.6030726,3.8678386,-0.4820847,6.738455,0.362182,-0.15172628,-2.0187209,-3.8929973,-1.4753721,2.9804323,-0.6553492,2.1988251,5.5224986,0.31080836,-3.4227564,1.5681714,1.0040679,1.9404562,0.47195238,-3.1398456,1.640186,-0.102746844,1.3593304,-3.0761974,-3.6523924,1.4424313,4.2695093,-0.5316698,1.3339236,2.2384784,0.24986815,-1.4318066,-1.5367416,-0.46747813,5.996956,2.0486703,-4.1670227,-2.4946542,0.71313226,-5.5112343,1.6275456,-4.989052,0.5200552,-1.953808,-0.46728373,2.5659957,4.1126676,-5.58388,-1.3480821,0.68908346,2.6767976,-4.502942,0.22648369,-1.4756092,-0.14700732,-2.5162308,2.3456483,2.5826044,-4.295133,-0.3738766,3.2347333,0.9031765,0.89418095,-2.7618248,-6.1683016,-0.7037346,-0.7793867,2.1275702,3.2167628,-1.9936721,-6.6873426,0.41968805,-0.11138708,0.2589289,0.6706122,-1.3814261,-3.3940823,-3.3883004,-1.5211124,8.233268,-4.0491867,0.4387039,-0.19736856,3.4355328,-6.1540184,-6.285607,-1.6121618,-1.4773557,3.4655604,-3.1299038,2.815845,-4.1487064,-3.763308,0.9173029,2.9332962
249,2,-7.7456665,10.782241,0.02145625,-2.9038293,-0.7024458,-0.114417784,-0.5641104,-0.56984365,-0.75130564,1.2014052,2.0585022,0.75183785,0.003987649,0.536953,0.2861268,3.684534,-0.48672017,-0.995238,-0.98763555,2.5352626,1.3709756,-0.41019163,2.528076,1.9790922,-0.022817558,2.355148,0.012536037,0.10018507,-0.7243083,-1.1846749,2.4192114,1.2789296,0.2980399,-1.3963906,2.168803,-3.329572,0.3602727,-3.4795575,-0.42079312,-3.199881,1.3664433,-1.7407849,-0.543765,-1.7542007,-1.6860477,2.8215725,-4.174995,-0.12152674,0.028923789,-0.092042096,0.12859868,-2.4780774,3.1186392,2.9628177,-0.7195627,-2.3227046,2.39945,3.2210023,-2.1600814,-2.253673,3.0790002,-3.5079439,-1.0725803,4.1295557,-0.8744214,-3.5581744,-4.043594,-3.9550776,5.0901556,-0.7949143,-0.23195137,-2.6341143,0.11187674,0.70703375,-3.5615814,-5.738448,-0.79178935,2.1157174,-1.4807587,1.3213444,-2.6147094,1.0996038,2.4304595,-1.131838,3.984659,-2.795735,-3.3014636,-4.053476,1.9177834,-6.8568964,0.10596544,-0.47262737,-6.3528047,4.2284217,-0.26454657,-0.15309833,1.370057,-2.2858858,3.780043,5.4812727,-0.23915604,2.7602527,-1.1376418,0.16721132,7.461779,1.8944982,-0.812894,1.567054,2.1361914,-8.238533,-4.5308137,0.67600346,3.1688697,2.8280828,2.0191827,-2.5977263,6.5824447,-1.3948869,1.8709046,-1.5814977,-2.5428298,-0.3622336,1.083539,-0.889558,5.910079,4.577366,-0.3401302,2.8698723,1.5742797,-3.1569154,2.7478595,0.39268264,-4.377796,6.5365777,2.1370149,-0.8094189,0.1491915,-3.6359756,6.4601135,-1.8444525,-2.152671,2.5645072,5.5291233,8.799169,0.72347987,2.992403,-0.0961313,0.22342229,-1.859032,-1.9831805,0.089937426,2.6805742,-6.710724,-4.6403203,3.7394266,-3.319643,-0.59078014,8.087988,-4.63502,2.0030591,9.090737,2.2330236,1.3667948,1.8138752,-7.2479887,-0.4499427,0.38217136,-4.119104,0.94578636,6.2832317,3.9862015,1.789094,7.1802077,-4.8289065,5.5335884,-0.43166563,-3.8439863,-2.3699172,-0.81735754,-2.0622206,4.1566377,1.1111044,-1.0562124,-8.377049,6.1537123,-0.6377347,-2.177721,0.39114377,-3.8518412,3.5956082,-3.0967197,-3.570633,-7.1340756,13.689973,2.4373493,-3.2698321,-4.6304197,-5.5457845,0.6889423,-5.6791277
250,2,-5.214728,7.151116,-0.7730627,1.29797,0.797058,2.715852,-1.1873777,-4.877981,-1.8292476,-1.2940128,1.6612859,-4.2844763,2.4975674,-0.30534947,2.8598125,5.150976,2.629148,-0.26987442,-7.4370856,2.806261,-2.7439902,6.2187967,2.0393562,0.99552774,-1.1599125,1.4415843,-6.5271397,-1.8004123,3.0443254,0.14313868,8.289596,1.8030978,2.5453928,-1.7147864,1.9364614,10.310473,-1.8719261,1.8329079,-3.4229689,3.6519115,-2.8279972,-3.4624262,-2.6967032,1.2767726,1.7297734,6.9845247,-2.6588724,2.9770796,7.5737753,3.904333,-4.425017,-2.6937778,2.0045207,-1.136058,1.491077,-1.3151406,11.929869,-4.595098,-10.6753645,6.318605,1.3688931,-2.1632633,3.3002927,1.2558496,-0.059422683,-4.0476584,4.2745376,-2.9636836,-3.6320662,-7.1904383,0.23238651,0.9748918,-0.9570844,4.740347,2.506112,4.5219493,-11.280883,-2.3814185,-1.3268518,-13.154304,0.03954618,0.7163372,2.8096967,-4.8545375,3.3107204,-7.531901,-14.739523,-8.065792,3.5967689,1.4920006,3.549128,-5.866712,-6.329667,3.4289644,0.17862463,-2.8420136,-3.6673014,6.151059,1.5659634,4.052796,-0.16561769,4.525157,-4.0972586,5.349642,-7.6349783,1.4963695,1.9092145,-9.555878,-2.136606,-1.5356044,2.9394758,-0.13720857,8.34464,2.1989853,-10.091591,-8.194906,7.114558,5.831188,-7.3824077,7.316499,7.3590474,4.967299,8.456206,-2.7607608,-8.968035,6.9163404,-8.202553,4.989986,-0.98248816,-4.8570385,2.475975,8.221388,-9.218462,1.7314326,-1.7354015,-8.719202,9.324038,-5.7852163,-0.27000988,-6.694452,-2.377819,2.5946703,-3.4731524,-4.372261,-4.3132463,-5.2457614,-4.878352,0.89052683,2.5950587,13.022907,1.3599128,0.8351297,2.3298166,-2.2586582,5.12674,3.5025113,-1.8172759,-3.352936,-6.7560143,1.7251335,-1.463287,-0.60024875,-0.5624531,4.645844,0.49811912,1.1252176,-5.3557863,1.0506725,-1.596977,5.2211933,2.5280743,-4.8742905,-2.911789,-1.5300444,3.8451905,0.81661934,2.5832796,-0.41066092,2.1427884,0.9426831,-3.9273167,-3.7747312,-1.5097854,0.8823348,-0.20243806,-4.549987,-6.2854443,-3.4052143,-0.7415318,2.0105503,2.1558976,0.18396547,4.3134046,1.945615,2.3487217,0.001848539,0.9158877,5.0561624,-0.6224089,0.58903486
